,rgdp,rgdp_noil,gdp_nom,gdp_nom_noil,gdp_def,gdp_noil_def,cons,gov_cons,ex,im,inv,freig_tur,gas_prod,elect_prod,oil_prod,bus_conf,cap_inv,gov_exp,gov_rev,trade_tur,trade_tur_food,trade_tur_nonfood,paid_services,transactions,atm_pos,income,nom_wage,cpi,cpi_food,cpi_nonfood,cpi_service,ppi_ag,ppi_manf,int_rate1,int_rate10,interbank_rate,mortg_loans,mortg_rate,loans,fexc_res,neer,reer,mo,m1,m2,m3,demand_econ,im_custom,ex_custom,oil_price,cpi_rus,cpi_turk,im_rus,im_tur,cons_conf,ind_output,ag_output,cap_util,turk_gdp_sa,rus_gdp_sa,azn_usd
2015-09-30,8492.9,4322.3,14118.1,9423.5,166.23,218.02,8342.4,1901.4,5325.1,5548.7,4440.7,2,1.6,1.6,3.5,0.2,1281.1,856.4,1399.2,2192.6,1107.7,1084.9,687.4,962.39,271.94,3448.1,459.7,199.1264106,100.63,100.08,100.04,98,99.5,17.97,6.61,6.62,81.2,6.71,19113.5,7014.74,103.33,121.63,5456.93,7189.04,9368.92,17684.02,18387.25,681.41,586.69,47.24,101.29,100.97,16831,15912.5,7.31,10832.3,,48.6,386702.8581,21378201.9,1.048046667
2015-10-31,,,,,,,,,,,,1.4,1.9,1.7,3.6,3.69,1246.9,2274.6,1794.2,2304,1130.8,1173.2,667.1,1028.98,298.85,3395.9,460.5,198.8285579,100.27,100.06,100.03,101.8,99.2,3.93,6.66,6.74,87.48,6.71,18566.4,6834.56,102.58,120.45,5429.32,7214.7,9363.64,17369.49,17897,863.28,994.95,48.12,102.03,102.54,16917,17372.2,,11157.7,,,,,1.0481
2015-11-30,,,,,,,,,,,,2.9,1.7,1.9,3.3,3.07,1360.7,1544,1579,2041.5,1016.9,1024.6,671.7,976.1,297.73,3251.5,460.5,198.8842098,100.9,100.03,100.01,101.8,98.6,21.77,6.66,7.15,94.32,6.71,18744.3,6245.64,104.58,123.14,5176.89,6980.34,9050.04,17444.48,18062.56,756.68,854.2,44.42,102.8,103.22,16434,16256.8,,12843.3,,,,,1.050366667
2015-12-31,9112.7,4362.9,14531,9477.8,159.46,217.24,9190.4,1939,5444.4,6234.5,4355.1,2.1,1.6,2.1,3.4,4.57,1518.2,2318,1712.5,3286.5,1686,1600.5,1012.2,1249.83,360.59,4968.4,464.4,206.085348,104.46,107.05,101.93,100.4,97.5,17.38,8.57,6.71,101.75,6.71,21730.45,5016.69,89.75,110.01,4775.93,6897.18,8678.3,21286.91,20827.61,1012.09,805.38,37.72,103.59,103.44,17505,18499,3.73,13525.7,,42.6,391215.1657,21323115.5,1.22896129
2016-01-31,,,,,,,,,,,,1.6,1.6,2.1,3.5,3.57,880.7,516,1349.3,2243.2,1124.8,1118.4,666.9,877.7,341.33,3080.6,478,217.2993182,108.7,105.59,102.08,101.3,103,14.1,9,5.65,0.64,6.71,21199.45,4398.52,70.98,92.34,4485.02,6273.73,8001.74,19930.19,20305.45,434.26,640.08,30.8,104.59,105.32,9844,13636,,2113,,,,,1.581429032
2016-02-29,,,,,,,,,,,,1.8,1.6,1.9,3.4,4.75,954.2,829.9,1032.6,2015,1025.2,989.8,479,980.66,334.52,3378.7,470.2,217.3627368,100.6,100.55,100.15,100.3,102.7,15.6,8.25,5.89,0.19,6.71,20327.41,4026.25,70.66,92.17,4960.21,6793.21,8686.37,19598.84,19471.24,542.04,553.63,33.2,105.24,105.29,12861,16112.9,,2196,,,,,1.572410345
2016-03-31,5298.7,2447,12817,7809.2,241.89,319.13,7539.9,1604,5889.6,5762.9,2893.1,2.2,1.6,2,3.6,7.23,1041.9,1277.6,1296.2,2535.2,1279.9,1255.3,638.7,1096.49,336.4,3844.2,484.4,217.347397,100.28,100.52,100.5,99.7,105.7,17.81,8.41,5.88,11.03,6.71,19686.96,4065.8,68.24,88.93,5034.92,7054.63,8943.02,20635.12,18744.46,848.95,536.44,39.07,105.73,105.25,15352,18252.9,,4796,,45.3,392629.557,21363642.6,1.602654839
2016-04-30,,,,,,,,,,,,1.8,1.5,1.7,3.5,9.54,1414.5,1376.3,1035.6,1945.1,934.7,1010.4,454.2,971,290.97,3486,486.3,218.2564035,100.13,100.51,100,100,101.6,18.14,8.2,5.85,3.7,6.7,18758.68,4120.63,70.84,92.18,5303.45,7413.66,9205.76,20565.73,17867.81,768.57,670.83,42.25,106.19,106.08,15113,16396.3,,4646,,,,,1.515933333
2016-05-31,,,,,,,,,,,,2,1.5,1.6,3.5,20.54,1097.5,1310.2,740.2,2260.7,1114.8,1145.9,529.3,1050.11,287.01,3722.1,488.4,219.2206841,99.33,100.32,100.25,99.3,104.2,16.99,8.25,5.32,4.18,6.7,18197.11,4284.26,71.65,92.84,5578.35,7747.29,9600.71,20629.74,17302.28,737.47,587.03,47.13,106.63,106.69,14437,17684.8,,7429,,,,,1.502070968
2016-06-30,6303.7,3283.8,15186.8,9381.6,240.92,285.69,8849.8,1808.6,7115.4,6716.9,3506.4,1.3,1.6,1.7,3.6,15.79,1380.8,1511,679.9,2805.2,1311.2,1494,619.3,1046.24,327.5,3982.3,488.1,220.5799632,98.72,100.3,99.97,99.5,100.8,16.97,8.43,4.64,4.42,6.7,18434.22,4283.94,71.29,91.72,5670.88,8017.58,9806.54,20851.48,17268.51,714.5,772,48.48,107.01,107.19,15982,19866.8,,7321,,43.2,398247.64,21375138.1,1.515746667
2016-07-31,,,,,,,,,,,,2.5,1.6,1.9,3.6,14.73,1190.1,1372.5,854.3,2365.1,1207.2,1157.9,649.3,1153.97,326.25,4188.8,489.3,221.444183,98.41,100.2,101.04,99.7,100.9,6.74,10.61,4.3,5.05,6.7,16713.35,4162.88,70.15,89.98,5839.53,8401.83,10096.6,21101.89,15371.01,712.71,768.93,45.07,107.59,108.44,16144,15128.6,,10296,,,,,1.56003871
2016-08-31,,,,,,,,,,,,2.8,1.4,2.2,3.5,12.23,1039.4,1372.2,1273.9,2294.2,1186.3,1107.9,645.9,1101.22,364.18,3289.7,488.7,222.9767408,100.65,100.49,100.38,100.3,99.7,15.77,8.02,5.9,4.18,6.7,16839.65,4192.52,67.56,87,5763.42,8159.24,9861.4,21154.05,15602.97,775.59,1353.34,46.14,107.6,108.13,18449,16859.5,,9962,,,,,1.61206129
2016-09-30,8239.8,4045.3,15764.2,9675.5,191.32,239.18,8904.1,2097.1,7313.6,6529.4,4337,2.1,1.4,1.7,3.1,8.8,1269.6,1056.3,1841.1,2622,1319.5,1302.5,728.2,1034.62,341.62,3790.1,490.5,227.2537612,103.95,101.58,100.59,101.1,102.5,16.23,9.43,5.65,4.27,6.7,16785.06,4132.67,66.76,87.69,5682.65,8346.12,9966.41,20134.15,15539.34,672.9,831.9,46.19,107.79,108.32,17959,15644.4,,13068,,46.1,386827.1982,21396677,1.63473
2016-10-31,,,,,,,,,,,,1.5,1.7,1.9,3.4,16.75,1620.5,1846.2,1971.94,2785.1,1377.9,1407.2,695.6,1070.4,335.81,3873.3,493.8,229.8657147,102.29,101.15,100.24,101.8,102.7,18.1,7.55,5.62,4.57,6.7,15820.03,4005.48,68.84,91.2,5742.29,8157.71,10679.03,20122.58,15093.71,757.13,644.49,49.73,108.25,109.88,18180,17024,,12931,,,,,1.611587097
2016-11-30,,,,,,,,,,,,2.9,1.5,2.1,3,10.44,1119.9,1458.8,861.6,2458.9,1216.9,1242,698.6,1099.19,295.65,3392.7,494.3,233.0097136,102.56,101.86,100.31,102.1,99.5,18.7,11.1,6.69,4.94,6.69,16275.49,4010.95,67.18,90.31,5833.54,8387,10942.42,20271.88,15754.77,758.95,956.23,46.44,108.72,110.45,17615,17023.1,,15901,,,,,1.691956667
2016-12-31,8866,4114.8,16657.2,10080.5,187.88,244.98,10180.9,2244.1,7735.4,7366.2,4390.7,2.3,1.7,2.3,3.3,-5.62,1894.3,3815,4564.54,3860.6,1979,1881.6,1004.8,1299,311.69,5366.6,498.6,238.2756571,104.06,102.2,102.38,102,112.7,18.28,6.73,7.78,4.94,6.69,16444.56,3974.37,66.29,91.29,6376.86,8960.32,11546.35,20889.6,15800.22,809.38,828.37,54.07,109.16,112.26,19557,18560.1,-7.1,16390,,48.3,408139.8744,21573246.1,1.749916129
2017-01-31,,,,,,,,,,,,2,1.7,2.2,3.4,0.09,954.2,924.87,1243.64,2575.7,1200.6,1277.5,700.6,928.2,269.46,3476.1,504.8,242.8861343,102.83,102,101.9,102.6,101.7,17.48,5.07,10.86,10.11,6.68,16705.16,4327.17,64.16,90.17,5922.86,8185.51,10749.33,21034.85,16043.62,450.04,1108.76,54.89,109.84,115.03,13618,16090.8,,3477,,,,,1.817941935
2017-02-28,,,,,,,,,,,,2,1.6,2,3,4.86,1139.5,1266.8,1126.88,2350.2,1298.2,1149.7,514.9,1116.58,294.05,3504.2,499.9,245.9568144,102.52,100.89,101.04,101.4,103.9,18.62,6.16,10.96,14.8,6.67,15878.57,4369.28,64.61,91.88,5993.2,8240.18,10764.03,20151.2,15336.82,530.42,1283.99,55.49,110.08,115.96,15476,16266.4,,3062,,,,,1.786582143
2017-03-31,5276.7,2552.6,15475.5,8576.2,293.28,335.98,8966.5,1661.7,7790.2,6573.8,2951.9,2.2,1.5,2,3.1,10.58,1088.6,1721.06,1220.98,3000.1,1540.5,1459.6,700.4,1304.78,293.68,4381.8,514.3,248.9365222,103.08,100.56,100.47,101.3,100,19.24,7.27,13.37,24.74,6.66,15533.34,4432.72,66.41,95.49,6145.23,8410.84,10981.98,19902.93,14940.71,542.34,1170.65,51.97,110.22,117.14,19003,19443.4,-12.33,6973,,48.1,413726.7595,21616782.1,1.734690323
2017-04-30,,,,,,,,,,,,1.9,1.5,1.8,3.1,6.94,1351.1,1477.23,1430.36,2299.6,1131.6,1168,509.9,1104.78,303.76,3293.5,520.5,250.095192,100.39,100.22,100.05,99.2,99.9,20.17,7.95,12.48,20.51,6.66,15453.51,4619.3,66.7,95.63,6348.6,8955.42,11610.05,21081.81,15039.26,641.96,1211.47,53.06,110.59,118.67,18264,17863.6,,5590,,,,,1.70626
2017-05-31,,,,,,,,,,,,2.1,1.5,1.6,3.3,10.42,1138.3,1334.14,1313.87,2692.6,1358.1,1334.5,597.7,1231.39,338.57,3958.3,520.1,251.7770469,98.67,100.22,102.06,99.2,100.3,20.57,7.38,11.09,15.39,6.67,14794,4825.42,66,94.6,6538.27,8930.51,11568.54,20856.37,14242.48,651.84,1239.9,50.87,110.99,119.2,19636,21342.6,,10121,,,,,1.702341935
2017-06-30,6312.2,3421.1,17422.6,10687.3,276.01,312.39,9959,1873.6,8130.3,7428.7,3953.1,1.4,1.5,1.6,3.3,18.33,1466.9,1469.77,1387.08,3264.6,1571.1,1693.5,698.8,1249.27,331.49,4912.8,522,251.8678757,97.48,100.05,100.06,99.9,99.6,17.61,8.46,11.17,15.68,6.67,13882,4964.06,65.66,93.14,6774.45,9263.37,11435.89,20973,13317.32,593.27,1102.87,46.9,111.67,118.88,20820,19570.3,-7.7,8481,,52,423161.0487,21766049.3,1.702196667
2017-07-31,,,,,,,,,,,,2.6,1.6,1.4,3.3,20.68,1590.2,1571.71,1687.88,2804.4,1462.2,1342.2,722.4,1277.08,342.8,4190.2,523.1,253.4086208,98.96,101.64,100.44,100.3,105.3,17.19,7.64,10.42,21.06,6.66,12860.84,5033.05,65.48,93.09,6937.01,9288.69,11338.47,20824.38,12082.47,959.88,1105.6,48.69,111.75,119.06,20842,21886.4,,13353,,,,,1.701735484
2017-08-31,,,,,,,,,,,,2.8,1.2,2,3.1,15.29,1139.7,1561.89,1378.06,2735.7,1420.7,1315,719.4,1240.49,332.99,4053.9,524.7,254.5481231,100.27,100.08,100.2,103.9,100.9,21.44,8.15,9.18,22.06,6.65,12376.6,5101.21,64.89,92.24,7001.14,9402.35,11137.55,20556.3,11716.55,931.77,1382.2,51.37,111.15,119.67,22447,19473.1,,11422,,,,,1.700816129
2017-09-30,8260.3,4214.8,18037.5,10959.6,218.36,260.03,10616.5,2156.2,8827.2,7631.2,4867,2.1,1.4,2.4,3.2,3.89,1222.3,1456.24,1256.33,3077.8,1573.1,1504.7,815.3,1178.08,333.99,4476.2,525.6,255.5736414,101.4,100.36,100.15,100.3,101.2,22.16,7.17,8.44,21.56,6.64,12437.25,5167.46,64.14,91.46,7092.3,9800.73,11464.5,21133.72,11849.99,876.35,1159.31,55.16,110.98,120.45,20558,20792.6,-8.21,16907,,50.3,429575.8254,21913935.5,1.700753333
2017-10-31,,,,,,,,,,,,1.5,1.6,1.6,3.4,1.1,1445.7,1366.54,1512.07,3233.1,1628.7,1604.4,778.1,1280,339.08,3943.7,525.4,258.0692773,102.3,100.28,100.18,101.7,101.4,19.14,8.76,8.41,23.21,6.64,12152.18,5200.66,65.26,93.6,7089.75,9718.65,11546.73,21449.62,11661.94,780.57,910.66,57.62,111.2,122.95,21526,21653.4,,15068,,,,,1.7002
2017-11-30,,,,,,,,,,,,3.1,1.5,1.1,3.2,4.38,1151.9,1312.86,1192.11,2828.9,1439,1389.9,775,1272.27,343.19,3199.2,525,257.7437319,100.29,100.27,99.98,100.3,100.9,22.2,8.28,7.94,28.16,6.64,12226.17,5254.24,66.32,94.87,7149.36,10104.99,12044.71,21517.92,11817.19,832.36,1069.97,62.58,111.45,124.79,22012,20984.7,,20583,,,,,1.700216667
2017-12-31,8903.1,4290.7,19402.2,11070.9,217.93,258.02,10963,2285.8,9399.8,7805.8,4980.5,2.4,1.6,1.9,3.4,5.92,1862.4,2125.26,1697.65,4405.3,2259.6,2145.7,1103.5,1546.08,378.13,5773,528.2,257.2242262,100.99,100.23,99.96,100.5,100.6,20.51,7.13,7.89,35.72,6.63,11757.79,5334.6,65.92,94.26,7490.33,10544.24,12466.43,22772.07,11363.19,991.21,1066.24,64.21,111.91,125.64,24182,23347.8,0.84,18972,,49.6,437663.7122,21918545.9,1.700077419
2018-01-31,,,,,,,,,,,,1.8,1.6,2.2,3.4,9.99,960.3,976.51,1393.13,2794.6,1411.4,1383.2,737.5,1138,311.81,3882.3,519.8,256.4775267,100.51,100.21,99.23,100.1,101.6,20.21,10.27,11.8,14.56,6.63,11656.14,5381.21,64.52,92.18,7381.49,10192.19,12272.67,22755.4,11439.61,689.76,1038.71,68.99,112.26,126.93,16726,22177.2,,3938,,,,,1.7001
2018-02-28,,,,,,,,,,,,2,1.3,1.9,3,16.78,864.4,1493.09,1216.41,2520.2,1279.9,1240.4,536.7,1323,375.03,3818,510.8,256.1284723,100.39,100.08,99.91,100,100.3,15.83,7.75,10.77,69.25,6.63,11561.1,5387.32,64.09,91.34,7311.69,10434.35,12744.88,22868.08,11216.25,762.82,1172.42,65.42,112.5,127.85,19130,19877.2,,3608,,,,,1.7001
2018-03-31,5344.6,2610,17466.6,8895.9,326.81,340.84,10219.7,1710.1,8763.3,6645,2879.7,2.4,1.5,1.8,3.3,17.72,1044.5,1938.44,1953.41,3176.8,1612.8,1564,729.9,1518.58,332.64,4833,532.4,255.6673166,100.46,99.96,100.07,99,100.6,19.85,8.22,10.78,15.49,6.63,11663.48,5508,64.4,91.43,7404.17,10691.74,13005.88,22459.5,10921.32,739.13,1144.55,66.44,112.82,129.12,21659,22262.2,3.85,7536,,47.7,444191.3025,22215812.6,1.700019355
2018-04-30,,,,,,,,,,,,2.1,1.2,2,3.1,17.81,1290.9,1557.99,2056.94,2397.1,1162,1235.1,536.3,1360.46,344.42,3739.5,538.8,255.6455995,99.55,99.98,99.99,99,100.1,18.62,7.21,12.39,26.13,6.62,11815.78,5465.79,65.41,92.2,6919.29,10201.03,12425.14,22119.98,11295.22,834.55,2296.76,71.63,113.25,131.54,20991,21203.5,,7445,,,,,1.7
2018-05-31,,,,,,,,,,,,2.1,1.6,1.7,3.3,25.58,1080.7,1628.4,1625.35,2808.9,1392.6,1416.3,635.1,1478.97,320.66,4480.9,541,256.8119401,98.67,99.98,101.64,98.3,100.33,20.57,7.05,11.58,23,6.6,11945.5,5471.38,67.62,94.78,7053.5,10273.59,12599.05,22145.14,11567.47,829.18,1718.19,76.65,113.68,133.68,21354,23190.7,,11732,,,,,1.7
2018-06-30,6391.6,3489.2,19417.6,10733.5,303.8,307.62,10569.7,2002.2,10813.8,7579.7,3892.2,1.5,1.7,1.7,3.2,16.67,1090.9,1929.89,1576.33,3448.2,1640.3,1807.9,730.7,1407,315.93,4951.5,541.1,257.3971529,98.44,100.05,100,99,100.29,18.17,7.7,11.64,18.99,6.6,12105.58,5512.66,68.61,94.98,7173.81,10656.12,12984.7,22683.61,11601.39,805,1291.63,75.19,114.24,137.17,21061,19542.8,2.75,12089,,54.2,446449.775,22339798.1,1.7
2018-07-31,,,,,,,,,,,,2.7,1.6,2.2,3.3,14.79,1125.6,2124.97,2256.54,2936.4,1522.1,1414.3,759.3,1633.07,328.3,4625.8,542.3,256.8672781,98.52,100.09,100.07,96.8,103.4,21.18,8.57,11.23,18.58,6.6,12170.67,5546.93,69.39,95.39,7381.4,11036.89,13347.24,22727.97,11658.18,1116.96,2085.92,74.44,114.55,137.92,21244,20957.9,,15417,,,,,1.7
2018-08-31,,,,,,,,,,,,3,1.6,2,3.2,13.62,1496.3,1836.42,1951.54,2884.1,1511.3,1372.8,770.5,1517,328.87,4455.3,541.2,259.8983487,100.27,100.09,102.19,101.8,103.1,21.5,7.6,10.63,19.31,6.6,12306.54,5503.48,72.75,100.23,6905.61,10601.76,12875.44,22431.61,11908.1,1086.39,2131.47,73.13,114.56,141.09,21671,15566.9,,16156,,,,,1.7
2018-09-30,8375.7,4307.1,20265.4,11082.7,241.95,257.31,11085.2,2206.5,11776.4,7814.6,4859.3,2,1.7,1.7,3.2,9.1,1195.1,2180.35,2060.06,3191.7,1601.5,1590.2,850.5,1411.16,314.86,4904,540.5,260.0411969,100.43,100.17,100.07,101.2,98.9,21.17,6.71,10.62,77.9,6.57,12302.42,5534.55,73.71,100.33,6878.35,11108.12,13498.86,23146.36,11994.6,1041.62,1394.71,78.86,114.74,149.99,19809,16931.3,3.42,19484,,53,439348.775,22393696.4,1.7
2018-10-31,,,,,,,,,,,,1.7,1.8,1.8,3.2,4.35,1334,2103.89,2107.31,3315.4,1646.5,1668.9,830.5,1588.28,312.28,4181.2,540,260.2511518,100.22,100.22,100.05,101.5,99.85,19.71,7.19,10.42,31.19,6.57,12281.3,5536.38,73.13,98.9,7122.69,11613.44,13995.88,23590.7,12155.47,1347.48,1696.21,80.47,115.14,153.99,21500,16402.7,,20479,,,,,1.7
2018-11-30,,,,,,,,,,,,3,1.8,2.1,3.3,7.64,1416.7,1900.2,1947.66,2963.3,1492.3,1471,827.9,1561,307.41,3497.3,540.1,261.0077796,101.16,100.22,100.1,101.4,100.22,17.33,6.5,6.56,27.59,6.56,12564.15,5590.93,72.6,98.86,7309.08,11747.18,14130.02,23727.53,12613.94,1042.69,1947.9,65.17,115.72,151.77,21282,16295.4,,23490,,,,,1.7
2018-12-31,9071.8,4422.5,22942.4,12140.2,252.9,274.51,11487.7,2464,11970.1,8059.5,4943.1,2.5,1.8,2,3.3,6.16,4338.8,3048.74,2266.32,4653.2,2365.7,2287.5,1186.8,1836,326.17,6319.8,544.1,261.6239996,101.7,100.16,100.05,100.8,99.74,17,5.91,6.85,30.52,6.55,13020.3,5625.74,72.56,99.58,7601.37,12274.63,14643.62,24060.39,13057.84,1169.39,1540.17,56.46,116.69,151.15,22429,16744.7,8.1,24170,,50.2,426214.5989,22542361.6,1.7
2019-01-31,,,,,,,,,,,,1.8,2,2.2,3.3,6.76,868.7,1269.11,2097.2,2898.5,1456,1442.5,768.7,1440,281.42,3800,557.2,261.4085112,100.93,100.17,99.25,101.1,99.1,18.93,5.52,9.46,13.04,6.55,12884.65,5655.95,72.37,99.55,7294.86,11567.36,13961.65,23679.27,12703.18,1024.98,1279.41,59.27,117.87,152.76,16369,16164.9,,3770,,,,,1.7
2019-02-28,,,,,,,,,,,,2,1.9,2,3.1,10.45,842.5,1685.64,1435.73,2616.5,1325.3,1291.3,558.9,1542,305.68,3819.7,554.9,261.8379596,101.15,100.08,100.16,100.1,101.6,17.34,5.32,9.28,23.51,6.53,12974.58,5761.92,72.04,99.25,7328.51,11963.62,14392.68,24560.27,12778.94,1132.65,1872.33,64.13,118.39,153.01,18182,16056.5,,3787,,,,,1.7
2019-03-31,5532.73,2677.83,18195.1,9382.8,328.86,350.39,11122.9,1885.2,9464.6,6088.8,2972.1,2.3,2.1,2.1,3.3,6.91,988.5,2081.15,1906.76,3328,1690.8,1637.2,765,1778,299.99,4970.9,577.6,262.211728,101.28,100.06,100.13,101.2,102.85,18.61,5.27,9.27,16.21,6.52,13058.03,5778.56,72.41,99.56,7535.02,11726.33,14293.51,24198.72,12776.21,970.23,1332.52,66.41,118.77,154.58,20906,18250.5,10.01,7725,,48.6,433826.4409,22533911.4,1.7
2019-04-30,,,,,,,,,,,,2.2,2,1.9,2.7,8.89,1216.3,2184.58,2063.7,2514.3,1232.8,1281.5,566.9,1767,305.37,4481.4,581.2,263.5168307,100.8,100.07,100.08,99.1,99.63,18.17,5.74,9.11,40.95,6.51,13011.35,5788.96,73.27,100.35,7780.8,12340.28,14965.26,24473.38,12746.49,1425.91,2605.4,71.2,119.11,157.2,22020,18073.1,,7789,,,,,1.7
2019-05-31,,,,,,,,,,,,2.1,2.1,1.8,3.3,15.01,1122.7,2205.66,1495.91,2971,1482.8,1488.2,664.7,1961,337.97,5092.1,583.7,263.8196374,98.95,99.96,100.07,99.5,101.07,18.76,6.09,9.27,40.21,6.49,13197.97,5870.93,74.16,100.69,8151.19,12917.21,15491.79,24834.03,12764.29,1283.92,1531.18,70.53,119.52,158.69,19856,18542.3,,11845,,,,,1.7
2019-06-30,6547.6,3685.5,20214,11324.2,308.72,307.26,11216.6,2136.1,10326.8,7507.4,3682.9,1.3,1.9,2,3.1,10.93,1092.9,1524.9,1406.2,3649.5,1757.2,1892.3,765.9,1694,293.29,5191.7,585.2,264.6881194,98.89,99.98,100.04,97,101.81,18.43,6.03,9.27,6.09,6.49,13482.59,5939.43,73.36,99.13,8376.26,13250.51,15834.29,25284.17,13104.78,1180.83,1358.56,63.3,119.56,158.73,19974,15064.5,7.39,11723,,58.3,444151.2982,23043715.5,1.7
2019-07-31,,,,,,,,,,,,2.8,2,2.2,3.2,11.54,1263.9,2151.64,2030.02,3130.4,1641.4,1489,802.4,2202,307.22,4863,587.7,265.7963942,99.99,100.17,100.05,102.7,98.22,17.68,5.39,9.27,7.65,6.49,13681.4,5962.8,73.02,98.61,8576.79,13520.41,16182.18,25642.28,13371.49,1412.73,2288.2,64,119.8,160.88,22312,19229.1,,15581,,,,,1.7
2019-08-31,,,,,,,,,,,,2.9,1.9,2.2,3.2,13.54,1231.7,1609.48,2374.83,3066.9,1631.8,1435.1,800.4,1904,296.12,4642.8,589.3,265.9502657,99.2,100,100.1,100.9,100.22,16.05,5.68,9.22,5.02,6.49,13865.53,6004.29,73.63,98.87,8542.65,13227.43,15948.62,25482.68,13594.45,950.26,1252.17,59.25,119.52,162.27,21926,15563.7,,15332,,,,,1.7
2019-09-30,8610.82,4500.52,20170.4,11432.5,234.24,254.03,11774.9,2111.5,10594.9,8196.2,4180.7,2.1,2,1.8,3,0.75,1519,1978.49,2060.86,3402.2,1729,1673.2,877.9,1911,287.85,5341.1,603.5,266.5888075,100.75,100.09,100.02,101.6,100.69,17.81,6.43,9.22,46.03,6.48,14242.99,6034.11,74.04,99.41,8578.73,13485.83,16217.44,26550.64,13944.71,993.43,1346.33,62.33,119.33,163.88,20932,16940.6,12.37,19332,,57.1,444376.1518,22818314.5,1.7
2019-10-31,,,,,,,,,,,,1.7,2,1.7,3,7.3,1261.2,1742.99,2402.7,3545.5,1794.7,1750.8,868.3,2171,306.83,4503.1,614.2,267.5053363,100.19,100.12,100.92,100.9,99.52,17.94,6.8,9.17,9.12,6.48,14445.83,6144.67,73.98,99.16,8693.82,13579.86,16339.02,26446.94,14176.47,1077.74,1955.25,59.37,119.48,167.16,23837,18176.5,,18766,,,,,1.7
2019-11-30,,,,,,,,,,,,3.1,2.2,2,3.1,8.39,1379.5,1741.68,1858.33,3296.3,1674,1622.3,873.7,2106,312.04,4139.3,623.1,267.9934893,100.9,100.2,100.1,102.2,99.85,17.6,6.14,9.18,31.02,6.44,15116.42,6183.12,73.62,99.1,8827.37,13917.76,16663.41,26742.16,14828.84,929.34,1481.97,62.74,119.81,167.8,23217,18228.4,,23474,,,,,1.7
2019-12-31,9216.35,4554.15,23316.7,13547.6,252.99,297.48,12981.4,2976.9,9784.3,8318.8,6468.6,2.7,2.4,2.3,3.2,13.9,4397.4,4250.58,3085.86,4972.5,2551.6,2420.9,1294.5,2765,329.89,6189.9,634.8,268.1562824,101.1,100.1,100.1,101.4,100.9,16.85,7.95,9.16,14.74,6.44,15298.18,6258.02,73.42,98.98,9501.07,15397.92,18238.61,28866.31,15036.4,1285.2,1332.26,65.86,120.25,169.04,24345,20055,-0.28,23262,,46.7,450440.2419,22714946.3,1.7
2020-01-31,,,,,,,,,,,,1.9,2.4,2.2,3.2,19.1,996.7,1402.91,1821.04,3075.6,1564.3,1511.3,817.6,1887,277.55,4057.5,712.1,268.8794361,101.3,100.3,99.8,101.8,101.09,19.01,7.04,8.97,23.89,6.43,15513.61,6340.77,73.41,99.59,9266.68,15095.75,17946.08,28530.44,15174.15,721.01,2130.23,63.83,120.73,171.33,17061,19214.5,,4206,,,,,1.7
2020-02-29,,,,,,,,,,,,2.4,2.3,2.2,2.9,11.6,968.5,1927.24,1792.1,2783,1430.4,1352.7,596.3,2216,305.78,4244,712.3,269.5045705,101.6,100.1,100.1,100.6,100.05,16.83,7.38,8.66,20.36,6.42,15696.36,6400.88,74.61,101.68,9579.19,15398.18,18299.37,28616.69,15453.48,1066.79,1118.85,55.7,121.13,171.93,18418,17643.9,,3500,,,,,1.7
2020-03-31,5613.38,2820.48,17928.1,10320.7,319.38,365.92,11226.8,2249.2,8821.5,7042.3,3055.3,1.9,2.3,2.3,3.2,0.4,964.2,1924.66,4197.73,3383.6,1846.3,1537.3,592.2,2673,330.56,5141,744.5,270.6448984,102.2,100.2,100,101.2,98.75,14.5,6.38,8.67,27.97,6.42,15637.42,6393.85,76.56,104.93,8530.79,13835.41,16442.77,26721.19,15339.28,850.32,957.36,32.01,121.79,172.91,20475,18822.2,-12.93,7124,,47.1,452450.2996,22669976.7,1.7
2020-04-30,,,,,,,,,,,,1.8,2.4,1.9,3.2,-6.98,974.1,2012.85,1763.34,2273.8,1328.7,945.1,422.4,1939,303.44,3703.2,736.2,271.0740109,100.7,100.1,99.3,99,95.17,13.45,6.69,6.87,69.12,6.42,15146.8,6401.74,78.59,107.43,8705.01,14104.23,16484.15,26291.8,15072.4,745.24,2099.98,18.38,122.8,174.39,17541,13559.4,,5904,,,,,1.7
2020-05-31,,,,,,,,,,,,1.6,2.2,1.9,2.8,-9.18,1004.1,2124.57,953.35,3051.1,1658,1393.1,430.3,2325,294.8,5236.4,728.9,271.3280314,98.7,100.1,100,98.2,96.03,16.3,5.91,8.9,8.63,6.42,14765.7,6414.39,78.36,106.3,9009.77,14796.01,17021.31,26630.22,14523.22,782.39,665.5,29.38,123.13,176.76,17213,13393.6,,9626,,,,,1.7
2020-06-30,6324.45,3565.25,16450.6,11086.4,260.11,310.96,10204.3,2753.7,5445.6,5595.3,3210.3,1.1,2.2,2.2,2.6,-1.27,1048.6,2338.55,1495.17,3678.5,1902,1776.5,481.1,2309,310.67,4995.7,720,272.5013028,98.5,100.1,100.9,98.8,99.78,17.29,5.92,9.1,18.74,6.42,14550.66,6436.31,76.34,102.81,9246.63,14942.9,17169.07,26213.51,14373.89,823.48,714.55,40.27,123.41,178.77,19056,16317.9,-52.08,8776,,44.54,403722.0776,21675555.3,1.7
